order_id,tickets,ticket_ids,codes,refund_sum,any_replacement,order_value_inr,excess_inr,first_contact,last_contact,product_name
VR884993,2,TK-242560|TK-242635,RETURN-QC-OK,1709.0,True,1709,1100.0,2025-06-13 13:41:00,2025-06-17 12:45:00,AirLite Earbuds
VR882721,2,TK-240556|TK-240869,RETURN-QC-OK,1799.0,True,1799,1100.0,2025-02-13 23:19:00,2025-03-07 17:21:00,AirLite Earbuds
VR883328,1,TK-250483,DOA-REPL,2878.0,True,2878,1100.0,2026-02-22 11:42:00,2026-02-22 11:42:00,AirLite Earbuds
VR892121,2,TK-252261|TK-252696,DUP-PAYMENT|RETURN-QC-OK,2078.0,False,1039,1039.0,2026-04-14 14:05:00,2026-04-26 22:28:00,Pulse Charging Case (spare)
VR906762,2,TK-247636|TK-249208,RETURN-QC-OK,2999.0,False,1999,1000.0,2025-12-02 10:14:00,2026-01-14 20:03:00,Nexa Fit Band
VR899069,3,TK-240993|TK-241022|TK-241091,CANCEL|DUP-PAYMENT,7474.0,False,6499,975.0,2025-03-15 16:37:00,2025-03-21 11:56:00,Nexa 2 Smartwatch
VR906306,5,TK-247001|TK-247436|TK-248244|TK-249000|TK-249548,LOST-TRANSIT,1299.0,True,1299,880.0,2025-11-16 20:45:00,2026-01-24 17:51:00,Arc Neckband
VR904411,2,TK-240356|TK-240382,CANCEL,1169.0,True,1169,880.0,2025-01-30 15:58:00,2025-02-01 15:29:00,Arc Neckband
VR893890,2,TK-251799|TK-252413,CANCEL|DUP-PAYMENT,6726.0,False,5849,877.0,2026-04-01 15:01:00,2026-04-18 18:58:00,Nexa 2 Smartwatch
VR901164,3,TK-253876|TK-254364|TK-254747,RETURN-QC-OK,4199.0,False,3499,700.0,2026-05-31 16:51:00,2026-06-27 04:29:00,Pulse 2 True Wireless Earbuds
VR893387,2,TK-243465|TK-254645,GW-OTHER|RETURN-QC-OK,4199.0,False,3499,700.0,2025-07-31 19:31:00,2026-06-24 09:27:00,Pulse 2 True Wireless Earbuds
VR893160,2,TK-254193|TK-254490,CANCEL|DUP-PAYMENT,4199.0,False,3499,700.0,2026-06-10 09:50:00,2026-06-19 18:24:00,Pulse 2 True Wireless Earbuds
VR904501,4,TK-240974|TK-241024|TK-241062|TK-241120,DUP-PAYMENT|RETURN-QC-OK,5174.0,False,4499,675.0,2025-03-14 16:17:00,2025-03-23 09:18:00,Strata 2 Over-Ear Headphones
VR901474,5,TK-246786|TK-247292|TK-247921|TK-248356|TK-249353,DUP-PAYMENT,3989.0,False,3324,665.0,2025-11-11 07:55:00,2026-01-18 22:59:00,Pulse 2 True Wireless Earbuds
VR895306,3,TK-246923|TK-247499|TK-248610,RETURN-QC-OK,3569.0,False,2974,595.0,2025-11-14 21:14:00,2025-12-28 09:41:00,Pulse 2 True Wireless Earbuds
VR880037,2,TK-242526|TK-242552,LOST-TRANSIT|RETURN-QC-OK,5939.0,False,5399,540.0,2025-06-11 09:44:00,2025-06-12 22:53:00,Orbit Smart Speaker
VR892534,2,TK-243686|TK-244005,DOA-REPL|RETURN-QC-OK,4024.0,False,3499,525.0,2025-08-10 18:23:00,2025-08-21 16:17:00,Pulse 2 True Wireless Earbuds
VR906861,2,TK-244852|TK-245363,PRICE-ADJ|RETURN-QC-OK,4024.0,False,3499,525.0,2025-09-17 21:59:00,2025-10-05 12:29:00,Pulse 2 True Wireless Earbuds
VR882055,4,TK-245618|TK-245764|TK-246823|TK-247429,DUP-PAYMENT,4024.0,False,3499,525.0,2025-10-12 18:41:00,2025-11-27 13:41:00,Pulse 2 True Wireless Earbuds
VR899547,2,TK-246326|TK-246905,DUP-PAYMENT|RETURN-QC-OK,3219.0,False,2799,420.0,2025-10-31 09:33:00,2025-11-14 11:58:00,Pulse 2 True Wireless Earbuds
VR907674,5,TK-243848|TK-244243|TK-244415|TK-245601|TK-246807,DOA-REPL,1487.0,True,2974,333.0,2025-08-15 19:44:00,2025-11-11 16:26:00,Pulse 2 True Wireless Earbuds
VR894544,2,TK-245908|TK-246204,CANCEL|DOA-REPL,1943.0,False,1619,324.0,2025-10-20 10:00:00,2025-10-27 18:23:00,AirLite Earbuds
VR905391,2,TK-250370|TK-250538,RETURN-QC-OK,3464.0,False,3149,315.0,2026-02-19 08:59:00,2026-02-23 19:37:00,Pulse 2 True Wireless Earbuds
VR884997,3,TK-240249|TK-240354|TK-240677,RETURN-QC-OK,637.0,True,1274,313.0,2025-01-22 14:59:00,2025-02-23 15:32:00,65W GaN Charger
VR897678,3,TK-248260|TK-248937|TK-249095,RETURN-QC-OK,3271.0,False,2974,297.0,2025-12-18 11:19:00,2026-01-11 17:18:00,Pulse 2 True Wireless Earbuds
VR889472,2,TK-250331|TK-250428,DUP-PAYMENT|LOST-TRANSIT,1559.0,False,1299,260.0,2026-02-18 09:39:00,2026-02-20 15:39:00,Pulse Charging Case (spare)
VR900646,4,TK-244035|TK-244079|TK-244598|TK-244790,CANCEL|LOST-TRANSIT,2749.0,False,2499,250.0,2025-08-22 15:16:00,2025-09-16 07:25:00,Pulse True Wireless Earbuds
VR888903,3,TK-242785|TK-243136|TK-248413,CANCEL|DOA-REPL,2611.0,False,2374,237.0,2025-06-25 11:00:00,2025-12-22 23:04:00,Pulse True Wireless Earbuds
VR882643,2,TK-247253|TK-248389,DUP-PAYMENT,2199.0,False,1999,200.0,2025-11-22 20:18:00,2025-12-22 03:52:00,Nexa Fit Band
VR897168,3,TK-252617|TK-252708|TK-252963,RETURN-QC-OK,2199.0,False,1999,200.0,2026-04-24 10:37:00,2026-05-05 18:25:00,Orbit Mini Speaker
VR901634,3,TK-240219|TK-240338|TK-240799,CANCEL|RETURN-QC-OK,2199.0,False,1999,200.0,2025-01-20 13:54:00,2025-03-04 10:10:00,Pulse True Wireless Earbuds
VR897755,3,TK-252138|TK-252205|TK-252251,CANCEL|DUP-PAYMENT,1494.0,False,1299,195.0,2026-04-10 21:40:00,2026-04-14 10:35:00,Pulse Charging Case (spare)
VR891685,2,TK-253954|TK-254184,RETURN-QC-OK,1419.0,False,1234,185.0,2026-06-02 18:37:00,2026-06-09 23:07:00,Pulse Charging Case (spare)
VR892340,3,TK-246187|TK-246278|TK-246603,RETURN-QC-OK,1344.0,False,1169,175.0,2025-10-27 10:11:00,2025-11-06 01:33:00,Pulse Charging Case (spare)
VR891847,3,TK-242064|TK-242383|TK-242823,DUP-PAYMENT,1270.0,False,1104,166.0,2025-05-17 08:26:00,2025-06-27 19:44:00,Arc Neckband
VR908788,2,TK-244588|TK-244981,CANCEL|RETURN-QC-OK,436.0,False,379,57.0,2025-09-09 06:59:00,2025-09-22 19:04:00,USB-C Braided Cable
