section,key,value,change_pct
theme_week,2025-07-21/2025-07-27|Pre-sales / compatibility (no fault),2,
theme_week,2025-07-21/2025-07-27|Return pickup & refund status,10,
theme_week,2025-07-21/2025-07-27|Unclear / other,34,
theme_week,2025-07-21/2025-07-27|Warranty claim / RMA status,5,
theme_week,2025-07-28/2025-08-03|Account access / login,1,
theme_week,2025-07-28/2025-08-03|App & firmware fault,5,
theme_week,2025-07-28/2025-08-03|Arrived damaged or dead on arrival,3,
theme_week,2025-07-28/2025-08-03|Audio quality fault,9,
theme_week,2025-07-28/2025-08-03|Charging & battery fault,7,
theme_week,2025-07-28/2025-08-03|Connectivity & pairing fault,16,
theme_week,2025-07-28/2025-08-03|Delivery delayed or not received,14,
theme_week,"2025-07-28/2025-08-03|Order change, cancellation & address",3,
theme_week,2025-07-28/2025-08-03|Payment & invoice,9,
theme_week,2025-07-28/2025-08-03|Pre-sales / compatibility (no fault),9,
theme_week,2025-07-28/2025-08-03|Return pickup & refund status,11,
theme_week,2025-07-28/2025-08-03|Unclear / other,38,
theme_week,2025-07-28/2025-08-03|Warranty claim / RMA status,5,
theme_week,2025-08-04/2025-08-10|Account access / login,1,
theme_week,2025-08-04/2025-08-10|App & firmware fault,11,
theme_week,2025-08-04/2025-08-10|Arrived damaged or dead on arrival,9,
theme_week,2025-08-04/2025-08-10|Audio quality fault,5,
theme_week,2025-08-04/2025-08-10|Charging & battery fault,4,
theme_week,2025-08-04/2025-08-10|Connectivity & pairing fault,13,
theme_week,2025-08-04/2025-08-10|Delivery delayed or not received,12,
theme_week,"2025-08-04/2025-08-10|Order change, cancellation & address",5,
theme_week,2025-08-04/2025-08-10|Payment & invoice,11,
theme_week,2025-08-04/2025-08-10|Pre-sales / compatibility (no fault),8,
theme_week,2025-08-04/2025-08-10|Return pickup & refund status,10,
theme_week,2025-08-04/2025-08-10|Unclear / other,31,
theme_week,2025-08-04/2025-08-10|Warranty claim / RMA status,4,
theme_week,2025-08-11/2025-08-17|Account access / login,5,
theme_week,2025-08-11/2025-08-17|App & firmware fault,13,
theme_week,2025-08-11/2025-08-17|Arrived damaged or dead on arrival,5,
theme_week,2025-08-11/2025-08-17|Audio quality fault,5,
theme_week,2025-08-11/2025-08-17|Charging & battery fault,7,
theme_week,2025-08-11/2025-08-17|Connectivity & pairing fault,14,
theme_week,2025-08-11/2025-08-17|Delivery delayed or not received,17,
theme_week,"2025-08-11/2025-08-17|Order change, cancellation & address",4,
theme_week,2025-08-11/2025-08-17|Payment & invoice,23,
theme_week,2025-08-11/2025-08-17|Pre-sales / compatibility (no fault),13,
theme_week,2025-08-11/2025-08-17|Return pickup & refund status,16,
theme_week,2025-08-11/2025-08-17|Unclear / other,46,
theme_week,2025-08-11/2025-08-17|Warranty claim / RMA status,4,
theme_week,2025-08-18/2025-08-24|Account access / login,2,
theme_week,2025-08-18/2025-08-24|App & firmware fault,8,
theme_week,2025-08-18/2025-08-24|Arrived damaged or dead on arrival,6,
theme_week,2025-08-18/2025-08-24|Audio quality fault,6,
theme_week,2025-08-18/2025-08-24|Charging & battery fault,7,
theme_week,2025-08-18/2025-08-24|Connectivity & pairing fault,14,
theme_week,2025-08-18/2025-08-24|Delivery delayed or not received,19,
theme_week,"2025-08-18/2025-08-24|Order change, cancellation & address",10,
theme_week,2025-08-18/2025-08-24|Payment & invoice,21,
theme_week,2025-08-18/2025-08-24|Pre-sales / compatibility (no fault),13,
theme_week,2025-08-18/2025-08-24|Return pickup & refund status,11,
theme_week,2025-08-18/2025-08-24|Unclear / other,35,
theme_week,2025-08-18/2025-08-24|Warranty claim / RMA status,1,
theme_week,2025-08-25/2025-08-31|Account access / login,4,
theme_week,2025-08-25/2025-08-31|App & firmware fault,14,
theme_week,2025-08-25/2025-08-31|Arrived damaged or dead on arrival,4,
theme_week,2025-08-25/2025-08-31|Audio quality fault,3,
theme_week,2025-08-25/2025-08-31|Charging & battery fault,13,
theme_week,2025-08-25/2025-08-31|Connectivity & pairing fault,16,
theme_week,2025-08-25/2025-08-31|Delivery delayed or not received,19,
theme_week,"2025-08-25/2025-08-31|Order change, cancellation & address",6,
theme_week,2025-08-25/2025-08-31|Payment & invoice,16,
theme_week,2025-08-25/2025-08-31|Pre-sales / compatibility (no fault),9,
theme_week,2025-08-25/2025-08-31|Return pickup & refund status,17,
theme_week,2025-08-25/2025-08-31|Unclear / other,47,
theme_week,2025-08-25/2025-08-31|Warranty claim / RMA status,3,
theme_week,2025-09-01/2025-09-07|Account access / login,3,
theme_week,2025-09-01/2025-09-07|App & firmware fault,7,
theme_week,2025-09-01/2025-09-07|Arrived damaged or dead on arrival,8,
theme_week,2025-09-01/2025-09-07|Audio quality fault,9,
theme_week,2025-09-01/2025-09-07|Charging & battery fault,16,
theme_week,2025-09-01/2025-09-07|Connectivity & pairing fault,14,
theme_week,2025-09-01/2025-09-07|Delivery delayed or not received,18,
theme_week,"2025-09-01/2025-09-07|Order change, cancellation & address",7,
theme_week,2025-09-01/2025-09-07|Payment & invoice,17,
theme_week,2025-09-01/2025-09-07|Pre-sales / compatibility (no fault),9,
theme_week,2025-09-01/2025-09-07|Return pickup & refund status,15,
theme_week,2025-09-01/2025-09-07|Unclear / other,52,
theme_week,2025-09-01/2025-09-07|Warranty claim / RMA status,7,
theme_week,2025-09-08/2025-09-14|Account access / login,4,
theme_week,2025-09-08/2025-09-14|App & firmware fault,16,
theme_week,2025-09-08/2025-09-14|Arrived damaged or dead on arrival,4,
theme_week,2025-09-08/2025-09-14|Audio quality fault,8,
theme_week,2025-09-08/2025-09-14|Charging & battery fault,16,
theme_week,2025-09-08/2025-09-14|Connectivity & pairing fault,10,
theme_week,2025-09-08/2025-09-14|Delivery delayed or not received,15,
theme_week,"2025-09-08/2025-09-14|Order change, cancellation & address",4,
theme_week,2025-09-08/2025-09-14|Payment & invoice,13,
theme_week,2025-09-08/2025-09-14|Pre-sales / compatibility (no fault),11,
theme_week,2025-09-08/2025-09-14|Return pickup & refund status,15,
theme_week,2025-09-08/2025-09-14|Unclear / other,61,
theme_week,2025-09-08/2025-09-14|Warranty claim / RMA status,7,
theme_week,2025-09-15/2025-09-21|Account access / login,2,
theme_week,2025-09-15/2025-09-21|App & firmware fault,16,
theme_week,2025-09-15/2025-09-21|Arrived damaged or dead on arrival,4,
theme_week,2025-09-15/2025-09-21|Audio quality fault,12,
theme_week,2025-09-15/2025-09-21|Charging & battery fault,14,
theme_week,2025-09-15/2025-09-21|Connectivity & pairing fault,14,
theme_week,2025-09-15/2025-09-21|Delivery delayed or not received,7,
theme_week,"2025-09-15/2025-09-21|Order change, cancellation & address",4,
theme_week,2025-09-15/2025-09-21|Payment & invoice,16,
theme_week,2025-09-15/2025-09-21|Pre-sales / compatibility (no fault),6,
theme_week,2025-09-15/2025-09-21|Return pickup & refund status,6,
theme_week,2025-09-15/2025-09-21|Unclear / other,47,
theme_week,2025-09-15/2025-09-21|Warranty claim / RMA status,5,
theme_week,2025-09-22/2025-09-28|Account access / login,4,
theme_week,2025-09-22/2025-09-28|App & firmware fault,8,
theme_week,2025-09-22/2025-09-28|Arrived damaged or dead on arrival,6,
theme_week,2025-09-22/2025-09-28|Audio quality fault,6,
theme_week,2025-09-22/2025-09-28|Charging & battery fault,16,
theme_week,2025-09-22/2025-09-28|Connectivity & pairing fault,21,
theme_week,2025-09-22/2025-09-28|Delivery delayed or not received,12,
theme_week,"2025-09-22/2025-09-28|Order change, cancellation & address",6,
theme_week,2025-09-22/2025-09-28|Payment & invoice,15,
theme_week,2025-09-22/2025-09-28|Pre-sales / compatibility (no fault),6,
theme_week,2025-09-22/2025-09-28|Return pickup & refund status,8,
theme_week,2025-09-22/2025-09-28|Unclear / other,55,
theme_week,2025-09-22/2025-09-28|Warranty claim / RMA status,4,
theme_week,2025-09-29/2025-10-05|Account access / login,3,
theme_week,2025-09-29/2025-10-05|App & firmware fault,15,
theme_week,2025-09-29/2025-10-05|Arrived damaged or dead on arrival,8,
theme_week,2025-09-29/2025-10-05|Audio quality fault,9,
theme_week,2025-09-29/2025-10-05|Charging & battery fault,14,
theme_week,2025-09-29/2025-10-05|Connectivity & pairing fault,17,
theme_week,2025-09-29/2025-10-05|Delivery delayed or not received,13,
theme_week,"2025-09-29/2025-10-05|Order change, cancellation & address",6,
theme_week,2025-09-29/2025-10-05|Payment & invoice,19,
theme_week,2025-09-29/2025-10-05|Pre-sales / compatibility (no fault),8,
theme_week,2025-09-29/2025-10-05|Return pickup & refund status,15,
theme_week,2025-09-29/2025-10-05|Unclear / other,39,
theme_week,2025-09-29/2025-10-05|Warranty claim / RMA status,3,
theme_week,2025-10-06/2025-10-12|Account access / login,4,
theme_week,2025-10-06/2025-10-12|App & firmware fault,12,
theme_week,2025-10-06/2025-10-12|Arrived damaged or dead on arrival,4,
theme_week,2025-10-06/2025-10-12|Audio quality fault,9,
theme_week,2025-10-06/2025-10-12|Charging & battery fault,11,
theme_week,2025-10-06/2025-10-12|Connectivity & pairing fault,18,
theme_week,2025-10-06/2025-10-12|Delivery delayed or not received,19,
theme_week,"2025-10-06/2025-10-12|Order change, cancellation & address",8,
theme_week,2025-10-06/2025-10-12|Payment & invoice,32,
theme_week,2025-10-06/2025-10-12|Pre-sales / compatibility (no fault),9,
theme_week,2025-10-06/2025-10-12|Return pickup & refund status,14,
theme_week,2025-10-06/2025-10-12|Unclear / other,57,
theme_week,2025-10-06/2025-10-12|Warranty claim / RMA status,6,
theme_week,2025-10-13/2025-10-19|Account access / login,6,
theme_week,2025-10-13/2025-10-19|App & firmware fault,10,
theme_week,2025-10-13/2025-10-19|Arrived damaged or dead on arrival,17,
theme_week,2025-10-13/2025-10-19|Audio quality fault,6,
theme_week,2025-10-13/2025-10-19|Charging & battery fault,15,
theme_week,2025-10-13/2025-10-19|Connectivity & pairing fault,16,
theme_week,2025-10-13/2025-10-19|Delivery delayed or not received,20,
theme_week,"2025-10-13/2025-10-19|Order change, cancellation & address",11,
theme_week,2025-10-13/2025-10-19|Payment & invoice,21,
theme_week,2025-10-13/2025-10-19|Pre-sales / compatibility (no fault),11,
theme_week,2025-10-13/2025-10-19|Return pickup & refund status,18,
theme_week,2025-10-13/2025-10-19|Unclear / other,61,
theme_week,2025-10-13/2025-10-19|Warranty claim / RMA status,4,
theme_week,2025-10-20/2025-10-26|Account access / login,7,
theme_week,2025-10-20/2025-10-26|App & firmware fault,16,
theme_week,2025-10-20/2025-10-26|Arrived damaged or dead on arrival,3,
theme_week,2025-10-20/2025-10-26|Audio quality fault,9,
theme_week,2025-10-20/2025-10-26|Charging & battery fault,19,
theme_week,2025-10-20/2025-10-26|Connectivity & pairing fault,14,
theme_week,2025-10-20/2025-10-26|Delivery delayed or not received,22,
theme_week,"2025-10-20/2025-10-26|Order change, cancellation & address",5,
theme_week,2025-10-20/2025-10-26|Payment & invoice,25,
theme_week,2025-10-20/2025-10-26|Pre-sales / compatibility (no fault),9,
theme_week,2025-10-20/2025-10-26|Return pickup & refund status,23,
theme_week,2025-10-20/2025-10-26|Unclear / other,57,
theme_week,2025-10-20/2025-10-26|Warranty claim / RMA status,6,
theme_week,2025-10-27/2025-11-02|Account access / login,4,
theme_week,2025-10-27/2025-11-02|App & firmware fault,16,
theme_week,2025-10-27/2025-11-02|Arrived damaged or dead on arrival,12,
theme_week,2025-10-27/2025-11-02|Audio quality fault,11,
theme_week,2025-10-27/2025-11-02|Charging & battery fault,23,
theme_week,2025-10-27/2025-11-02|Connectivity & pairing fault,9,
theme_week,2025-10-27/2025-11-02|Delivery delayed or not received,27,
theme_week,"2025-10-27/2025-11-02|Order change, cancellation & address",8,
theme_week,2025-10-27/2025-11-02|Payment & invoice,16,
theme_week,2025-10-27/2025-11-02|Pre-sales / compatibility (no fault),8,
theme_week,2025-10-27/2025-11-02|Return pickup & refund status,16,
theme_week,2025-10-27/2025-11-02|Unclear / other,72,
theme_week,2025-10-27/2025-11-02|Warranty claim / RMA status,2,
theme_week,2025-11-03/2025-11-09|Account access / login,12,
theme_week,2025-11-03/2025-11-09|App & firmware fault,17,
theme_week,2025-11-03/2025-11-09|Arrived damaged or dead on arrival,11,
theme_week,2025-11-03/2025-11-09|Audio quality fault,13,
theme_week,2025-11-03/2025-11-09|Charging & battery fault,20,
theme_week,2025-11-03/2025-11-09|Connectivity & pairing fault,14,
theme_week,2025-11-03/2025-11-09|Delivery delayed or not received,23,
theme_week,"2025-11-03/2025-11-09|Order change, cancellation & address",10,
theme_week,2025-11-03/2025-11-09|Payment & invoice,22,
theme_week,2025-11-03/2025-11-09|Pre-sales / compatibility (no fault),6,
theme_week,2025-11-03/2025-11-09|Return pickup & refund status,18,
theme_week,2025-11-03/2025-11-09|Unclear / other,58,
theme_week,2025-11-03/2025-11-09|Warranty claim / RMA status,4,
theme_week,2025-11-10/2025-11-16|Account access / login,7,
theme_week,2025-11-10/2025-11-16|App & firmware fault,20,
theme_week,2025-11-10/2025-11-16|Arrived damaged or dead on arrival,10,
theme_week,2025-11-10/2025-11-16|Audio quality fault,7,
theme_week,2025-11-10/2025-11-16|Charging & battery fault,15,
theme_week,2025-11-10/2025-11-16|Connectivity & pairing fault,16,
theme_week,2025-11-10/2025-11-16|Delivery delayed or not received,20,
theme_week,"2025-11-10/2025-11-16|Order change, cancellation & address",6,
theme_week,2025-11-10/2025-11-16|Payment & invoice,16,
theme_week,2025-11-10/2025-11-16|Pre-sales / compatibility (no fault),14,
theme_week,2025-11-10/2025-11-16|Return pickup & refund status,29,
theme_week,2025-11-10/2025-11-16|Unclear / other,47,
theme_week,2025-11-10/2025-11-16|Warranty claim / RMA status,6,
theme_week,2025-11-17/2025-11-23|Account access / login,7,
theme_week,2025-11-17/2025-11-23|App & firmware fault,12,
theme_week,2025-11-17/2025-11-23|Arrived damaged or dead on arrival,13,
theme_week,2025-11-17/2025-11-23|Audio quality fault,14,
theme_week,2025-11-17/2025-11-23|Charging & battery fault,27,
theme_week,2025-11-17/2025-11-23|Connectivity & pairing fault,15,
theme_week,2025-11-17/2025-11-23|Delivery delayed or not received,21,
theme_week,"2025-11-17/2025-11-23|Order change, cancellation & address",7,
theme_week,2025-11-17/2025-11-23|Payment & invoice,27,
theme_week,2025-11-17/2025-11-23|Pre-sales / compatibility (no fault),9,
theme_week,2025-11-17/2025-11-23|Return pickup & refund status,15,
theme_week,2025-11-17/2025-11-23|Unclear / other,65,
theme_week,2025-11-17/2025-11-23|Warranty claim / RMA status,8,
theme_week,2025-11-24/2025-11-30|Account access / login,7,
theme_week,2025-11-24/2025-11-30|App & firmware fault,11,
theme_week,2025-11-24/2025-11-30|Arrived damaged or dead on arrival,8,
theme_week,2025-11-24/2025-11-30|Audio quality fault,16,
theme_week,2025-11-24/2025-11-30|Charging & battery fault,25,
theme_week,2025-11-24/2025-11-30|Connectivity & pairing fault,12,
theme_week,2025-11-24/2025-11-30|Delivery delayed or not received,25,
theme_week,"2025-11-24/2025-11-30|Order change, cancellation & address",8,
theme_week,2025-11-24/2025-11-30|Payment & invoice,23,
theme_week,2025-11-24/2025-11-30|Pre-sales / compatibility (no fault),6,
theme_week,2025-11-24/2025-11-30|Return pickup & refund status,24,
theme_week,2025-11-24/2025-11-30|Unclear / other,59,
theme_week,2025-11-24/2025-11-30|Warranty claim / RMA status,8,
theme_week,2025-12-01/2025-12-07|Account access / login,4,
theme_week,2025-12-01/2025-12-07|App & firmware fault,19,
theme_week,2025-12-01/2025-12-07|Arrived damaged or dead on arrival,5,
theme_week,2025-12-01/2025-12-07|Audio quality fault,21,
theme_week,2025-12-01/2025-12-07|Charging & battery fault,18,
theme_week,2025-12-01/2025-12-07|Connectivity & pairing fault,17,
theme_week,2025-12-01/2025-12-07|Delivery delayed or not received,28,
theme_week,"2025-12-01/2025-12-07|Order change, cancellation & address",9,
theme_week,2025-12-01/2025-12-07|Payment & invoice,13,
theme_week,2025-12-01/2025-12-07|Pre-sales / compatibility (no fault),10,
theme_week,2025-12-01/2025-12-07|Return pickup & refund status,17,
theme_week,2025-12-01/2025-12-07|Unclear / other,66,
theme_week,2025-12-01/2025-12-07|Warranty claim / RMA status,3,
theme_week,2025-12-08/2025-12-14|Account access / login,3,
theme_week,2025-12-08/2025-12-14|App & firmware fault,13,
theme_week,2025-12-08/2025-12-14|Arrived damaged or dead on arrival,9,
theme_week,2025-12-08/2025-12-14|Audio quality fault,17,
theme_week,2025-12-08/2025-12-14|Charging & battery fault,22,
theme_week,2025-12-08/2025-12-14|Connectivity & pairing fault,15,
theme_week,2025-12-08/2025-12-14|Delivery delayed or not received,14,
theme_week,"2025-12-08/2025-12-14|Order change, cancellation & address",6,
theme_week,2025-12-08/2025-12-14|Payment & invoice,22,
theme_week,2025-12-08/2025-12-14|Pre-sales / compatibility (no fault),5,
theme_week,2025-12-08/2025-12-14|Return pickup & refund status,15,
theme_week,2025-12-08/2025-12-14|Unclear / other,53,
theme_week,2025-12-08/2025-12-14|Warranty claim / RMA status,3,
theme_week,2025-12-15/2025-12-21|Account access / login,2,
theme_week,2025-12-15/2025-12-21|App & firmware fault,18,
theme_week,2025-12-15/2025-12-21|Arrived damaged or dead on arrival,7,
theme_week,2025-12-15/2025-12-21|Audio quality fault,17,
theme_week,2025-12-15/2025-12-21|Charging & battery fault,21,
theme_week,2025-12-15/2025-12-21|Connectivity & pairing fault,17,
theme_week,2025-12-15/2025-12-21|Delivery delayed or not received,12,
theme_week,"2025-12-15/2025-12-21|Order change, cancellation & address",13,
theme_week,2025-12-15/2025-12-21|Payment & invoice,25,
theme_week,2025-12-15/2025-12-21|Pre-sales / compatibility (no fault),8,
theme_week,2025-12-15/2025-12-21|Return pickup & refund status,14,
theme_week,2025-12-15/2025-12-21|Unclear / other,48,
theme_week,2025-12-15/2025-12-21|Warranty claim / RMA status,4,
theme_week,2025-12-22/2025-12-28|Account access / login,4,
theme_week,2025-12-22/2025-12-28|App & firmware fault,16,
theme_week,2025-12-22/2025-12-28|Arrived damaged or dead on arrival,9,
theme_week,2025-12-22/2025-12-28|Audio quality fault,13,
theme_week,2025-12-22/2025-12-28|Charging & battery fault,13,
theme_week,2025-12-22/2025-12-28|Connectivity & pairing fault,18,
theme_week,2025-12-22/2025-12-28|Delivery delayed or not received,16,
theme_week,"2025-12-22/2025-12-28|Order change, cancellation & address",5,
theme_week,2025-12-22/2025-12-28|Payment & invoice,18,
theme_week,2025-12-22/2025-12-28|Pre-sales / compatibility (no fault),8,
theme_week,2025-12-22/2025-12-28|Return pickup & refund status,17,
theme_week,2025-12-22/2025-12-28|Unclear / other,52,
theme_week,2025-12-22/2025-12-28|Warranty claim / RMA status,7,
theme_week,2025-12-29/2026-01-04|Account access / login,5,
theme_week,2025-12-29/2026-01-04|App & firmware fault,15,
theme_week,2025-12-29/2026-01-04|Arrived damaged or dead on arrival,10,
theme_week,2025-12-29/2026-01-04|Audio quality fault,14,
theme_week,2025-12-29/2026-01-04|Charging & battery fault,15,
theme_week,2025-12-29/2026-01-04|Connectivity & pairing fault,15,
theme_week,2025-12-29/2026-01-04|Delivery delayed or not received,18,
theme_week,"2025-12-29/2026-01-04|Order change, cancellation & address",9,
theme_week,2025-12-29/2026-01-04|Payment & invoice,17,
theme_week,2025-12-29/2026-01-04|Pre-sales / compatibility (no fault),6,
theme_week,2025-12-29/2026-01-04|Return pickup & refund status,12,
theme_week,2025-12-29/2026-01-04|Unclear / other,38,
theme_week,2025-12-29/2026-01-04|Warranty claim / RMA status,3,
theme_week,2026-01-05/2026-01-11|Account access / login,4,
theme_week,2026-01-05/2026-01-11|App & firmware fault,25,
theme_week,2026-01-05/2026-01-11|Arrived damaged or dead on arrival,7,
theme_week,2026-01-05/2026-01-11|Audio quality fault,15,
theme_week,2026-01-05/2026-01-11|Charging & battery fault,14,
theme_week,2026-01-05/2026-01-11|Connectivity & pairing fault,10,
theme_week,2026-01-05/2026-01-11|Delivery delayed or not received,17,
theme_week,"2026-01-05/2026-01-11|Order change, cancellation & address",13,
theme_week,2026-01-05/2026-01-11|Payment & invoice,15,
theme_week,2026-01-05/2026-01-11|Pre-sales / compatibility (no fault),9,
theme_week,2026-01-05/2026-01-11|Return pickup & refund status,11,
theme_week,2026-01-05/2026-01-11|Unclear / other,53,
theme_week,2026-01-05/2026-01-11|Warranty claim / RMA status,7,
theme_week,2026-01-12/2026-01-18|Account access / login,3,
theme_week,2026-01-12/2026-01-18|App & firmware fault,19,
theme_week,2026-01-12/2026-01-18|Arrived damaged or dead on arrival,3,
theme_week,2026-01-12/2026-01-18|Audio quality fault,18,
theme_week,2026-01-12/2026-01-18|Charging & battery fault,24,
theme_week,2026-01-12/2026-01-18|Connectivity & pairing fault,19,
theme_week,2026-01-12/2026-01-18|Delivery delayed or not received,17,
theme_week,"2026-01-12/2026-01-18|Order change, cancellation & address",8,
theme_week,2026-01-12/2026-01-18|Payment & invoice,15,
theme_week,2026-01-12/2026-01-18|Pre-sales / compatibility (no fault),5,
theme_week,2026-01-12/2026-01-18|Return pickup & refund status,16,
theme_week,2026-01-12/2026-01-18|Unclear / other,48,
theme_week,2026-01-12/2026-01-18|Warranty claim / RMA status,3,
theme_week,2026-01-19/2026-01-25|Account access / login,9,
theme_week,2026-01-19/2026-01-25|App & firmware fault,17,
theme_week,2026-01-19/2026-01-25|Arrived damaged or dead on arrival,12,
theme_week,2026-01-19/2026-01-25|Audio quality fault,16,
theme_week,2026-01-19/2026-01-25|Charging & battery fault,16,
theme_week,2026-01-19/2026-01-25|Connectivity & pairing fault,21,
theme_week,2026-01-19/2026-01-25|Delivery delayed or not received,15,
theme_week,"2026-01-19/2026-01-25|Order change, cancellation & address",3,
theme_week,2026-01-19/2026-01-25|Payment & invoice,15,
theme_week,2026-01-19/2026-01-25|Pre-sales / compatibility (no fault),10,
theme_week,2026-01-19/2026-01-25|Return pickup & refund status,12,
theme_week,2026-01-19/2026-01-25|Unclear / other,42,
theme_week,2026-01-19/2026-01-25|Warranty claim / RMA status,8,
theme_week,2026-01-26/2026-02-01|Account access / login,2,
theme_week,2026-01-26/2026-02-01|App & firmware fault,12,
theme_week,2026-01-26/2026-02-01|Arrived damaged or dead on arrival,10,
theme_week,2026-01-26/2026-02-01|Audio quality fault,11,
theme_week,2026-01-26/2026-02-01|Charging & battery fault,23,
theme_week,2026-01-26/2026-02-01|Connectivity & pairing fault,18,
theme_week,2026-01-26/2026-02-01|Delivery delayed or not received,12,
theme_week,"2026-01-26/2026-02-01|Order change, cancellation & address",9,
theme_week,2026-01-26/2026-02-01|Payment & invoice,16,
theme_week,2026-01-26/2026-02-01|Pre-sales / compatibility (no fault),8,
theme_week,2026-01-26/2026-02-01|Return pickup & refund status,12,
theme_week,2026-01-26/2026-02-01|Unclear / other,46,
theme_week,2026-01-26/2026-02-01|Warranty claim / RMA status,9,
theme_week,2026-02-02/2026-02-08|Account access / login,2,
theme_week,2026-02-02/2026-02-08|App & firmware fault,17,
theme_week,2026-02-02/2026-02-08|Arrived damaged or dead on arrival,5,
theme_week,2026-02-02/2026-02-08|Audio quality fault,13,
theme_week,2026-02-02/2026-02-08|Charging & battery fault,14,
theme_week,2026-02-02/2026-02-08|Connectivity & pairing fault,15,
theme_week,2026-02-02/2026-02-08|Delivery delayed or not received,12,
theme_week,"2026-02-02/2026-02-08|Order change, cancellation & address",5,
theme_week,2026-02-02/2026-02-08|Payment & invoice,14,
theme_week,2026-02-02/2026-02-08|Pre-sales / compatibility (no fault),5,
theme_week,2026-02-02/2026-02-08|Return pickup & refund status,10,
theme_week,2026-02-02/2026-02-08|Unclear / other,64,
theme_week,2026-02-02/2026-02-08|Warranty claim / RMA status,4,
theme_week,2026-02-09/2026-02-15|Account access / login,6,
theme_week,2026-02-09/2026-02-15|App & firmware fault,8,
theme_week,2026-02-09/2026-02-15|Arrived damaged or dead on arrival,4,
theme_week,2026-02-09/2026-02-15|Audio quality fault,9,
theme_week,2026-02-09/2026-02-15|Charging & battery fault,18,
theme_week,2026-02-09/2026-02-15|Connectivity & pairing fault,15,
theme_week,2026-02-09/2026-02-15|Delivery delayed or not received,17,
theme_week,"2026-02-09/2026-02-15|Order change, cancellation & address",10,
theme_week,2026-02-09/2026-02-15|Payment & invoice,17,
theme_week,2026-02-09/2026-02-15|Pre-sales / compatibility (no fault),11,
theme_week,2026-02-09/2026-02-15|Return pickup & refund status,15,
theme_week,2026-02-09/2026-02-15|Unclear / other,46,
theme_week,2026-02-09/2026-02-15|Warranty claim / RMA status,2,
theme_week,2026-02-16/2026-02-22|Account access / login,5,
theme_week,2026-02-16/2026-02-22|App & firmware fault,11,
theme_week,2026-02-16/2026-02-22|Arrived damaged or dead on arrival,5,
theme_week,2026-02-16/2026-02-22|Audio quality fault,12,
theme_week,2026-02-16/2026-02-22|Charging & battery fault,16,
theme_week,2026-02-16/2026-02-22|Connectivity & pairing fault,19,
theme_week,2026-02-16/2026-02-22|Delivery delayed or not received,19,
theme_week,"2026-02-16/2026-02-22|Order change, cancellation & address",10,
theme_week,2026-02-16/2026-02-22|Payment & invoice,20,
theme_week,2026-02-16/2026-02-22|Pre-sales / compatibility (no fault),6,
theme_week,2026-02-16/2026-02-22|Return pickup & refund status,12,
theme_week,2026-02-16/2026-02-22|Unclear / other,51,
theme_week,2026-02-16/2026-02-22|Warranty claim / RMA status,4,
theme_week,2026-02-23/2026-03-01|Account access / login,4,
theme_week,2026-02-23/2026-03-01|App & firmware fault,17,
theme_week,2026-02-23/2026-03-01|Arrived damaged or dead on arrival,7,
theme_week,2026-02-23/2026-03-01|Audio quality fault,13,
theme_week,2026-02-23/2026-03-01|Charging & battery fault,15,
theme_week,2026-02-23/2026-03-01|Connectivity & pairing fault,22,
theme_week,2026-02-23/2026-03-01|Delivery delayed or not received,14,
theme_week,"2026-02-23/2026-03-01|Order change, cancellation & address",9,
theme_week,2026-02-23/2026-03-01|Payment & invoice,14,
theme_week,2026-02-23/2026-03-01|Pre-sales / compatibility (no fault),11,
theme_week,2026-02-23/2026-03-01|Return pickup & refund status,8,
theme_week,2026-02-23/2026-03-01|Unclear / other,66,
theme_week,2026-02-23/2026-03-01|Warranty claim / RMA status,4,
theme_week,2026-03-02/2026-03-08|Account access / login,3,
theme_week,2026-03-02/2026-03-08|App & firmware fault,16,
theme_week,2026-03-02/2026-03-08|Arrived damaged or dead on arrival,5,
theme_week,2026-03-02/2026-03-08|Audio quality fault,17,
theme_week,2026-03-02/2026-03-08|Charging & battery fault,18,
theme_week,2026-03-02/2026-03-08|Connectivity & pairing fault,18,
theme_week,2026-03-02/2026-03-08|Delivery delayed or not received,19,
theme_week,"2026-03-02/2026-03-08|Order change, cancellation & address",6,
theme_week,2026-03-02/2026-03-08|Payment & invoice,16,
theme_week,2026-03-02/2026-03-08|Pre-sales / compatibility (no fault),8,
theme_week,2026-03-02/2026-03-08|Return pickup & refund status,15,
theme_week,2026-03-02/2026-03-08|Unclear / other,41,
theme_week,2026-03-02/2026-03-08|Warranty claim / RMA status,2,
theme_week,2026-03-09/2026-03-15|Account access / login,10,
theme_week,2026-03-09/2026-03-15|App & firmware fault,18,
theme_week,2026-03-09/2026-03-15|Arrived damaged or dead on arrival,7,
theme_week,2026-03-09/2026-03-15|Audio quality fault,18,
theme_week,2026-03-09/2026-03-15|Charging & battery fault,17,
theme_week,2026-03-09/2026-03-15|Connectivity & pairing fault,19,
theme_week,2026-03-09/2026-03-15|Delivery delayed or not received,18,
theme_week,"2026-03-09/2026-03-15|Order change, cancellation & address",3,
theme_week,2026-03-09/2026-03-15|Payment & invoice,14,
theme_week,2026-03-09/2026-03-15|Pre-sales / compatibility (no fault),5,
theme_week,2026-03-09/2026-03-15|Return pickup & refund status,9,
theme_week,2026-03-09/2026-03-15|Unclear / other,56,
